name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
lenz-die-freunde-machen-den-philosophen,ger000155,Lenz,0,Die Freunde machen den Philosophen,Eine Komödie,Comedy,1775,17,False,0.8949346405228757,0.4632352941176471,1.536764705882353,strephon,7.411764705882353,2,,1775.0,16,17,2,15,0,,1,1775/1776,20,0,5,12483,12092,1503,341,8
lenz-die-soldaten,ger000374,Lenz,0,Die Soldaten,Ein Schauspiel,,1776,37,False,0.7889039253489384,0.2942942942942942,1.907936507936508,mary,10.594594594594597,4,1863,1776.0,28,37,10,27,0,,2,1774/1775,36,2,5,16135,15495,2549,557,16
lessing-damon,ger000031,Lessing,0,"Damon, oder die wahre Freundschaft",Ein Lustspiel in einem Aufzuge,Comedy,1747,5,False,0.9,0.9,1.1,leander|die_witwe|damon,3.6,2,,1747.0,4,5,2,3,0,,1,,10,2,0,7656,7595,20,183,0
lessing-der-freigeist,ger000379,Lessing,0,Der Freigeist,Ein Lustspiel in fünf Aufzügen,Comedy,1755,11,False,0.8244588744588746,0.5272727272727272,1.509090909090909,adrast|theophan,5.2727272727272725,3,,1755.0,9,11,4,7,0,,1,1749,35,0,5,21716,21477,476,893,0
lessing-der-junge-gelehrte,ger000272,Lessing,0,Der junge Gelehrte,Ein Lustspiel in drei Aufzügen,Comedy,1748,6,False,1.0,1.0,1.0,several characters,5.0,1,1748,1754.0,5,6,2,4,0,,1,,42,2,3,26400,26134,570,1048,20
lessing-der-misogyn,ger000391,Lessing,0,Der Misogyn,Ein Lustspiel in drei Aufzügen,Comedy,1755,7,False,0.923809523809524,0.9047619047619048,1.0952380952380951,several characters,5.428571428571429,2,,1755.0,6,7,3,4,0,,1,1748,23,0,3,13189,13005,347,477,0
lessing-der-schatz,ger000249,Lessing,0,Der Schatz,Ein Lustspiel in einem Aufzuge,Comedy,1755,8,False,0.5958333333333333,0.5,1.5714285714285714,anselmo,3.5,3,,1755.0,6,8,0,8,0,,1,1750,18,0,0,12417,12288,274,612,0
lessing-die-alte-jungfer,ger000401,Lessing,0,Die alte Jungfer,Ein Lustspiel in drei Aufzügen,Comedy,1749,11,False,0.8432900432900432,0.6909090909090909,1.309090909090909,lisette|jungfer_ohldin,6.909090909090909,2,,1749.0,10,11,3,8,0,,1,1748,23,0,3,10260,10012,303,476,9
lessing-die-juden,ger000222,Lessing,0,Die Juden,Ein Lustspiel in einem Aufzuge,Comedy,1754,7,False,0.7000000000000001,0.6666666666666666,1.4285714285714286,lisette|der_reisende|das_fraeulein,4.0,3,1766,1754.0,5,7,2,5,0,,1,1749,23,3,0,10643,10476,397,380,0
lessing-emilia-galotti,ger000088,Lessing,0,Emilia Galotti,Ein Trauerspiel in fünf Aufzügen,Tragedy,1772,13,False,0.5174603174603174,0.3717948717948718,1.7820512820512822,marinelli,4.461538461538462,3,1772,1772.0,9,13,3,10,0,,1,,43,15,5,21136,20809,1332,835,0
lessing-minna-von-barnhelm,ger000357,Lessing,0,Minna von Barnhelm oder das Soldatenglück,Ein Lustspiel in fünf Aufzügen,Comedy,1767,13,False,0.757031857031857,0.4230769230769231,1.6025641025641026,von_tellheim,5.076923076923077,3,1767,1767.0,11,13,3,10,0,,1,,56,10,5,26429,25916,1665,1136,0
lessing-miss-sara-sampson,ger000087,Lessing,0,Miß Sara Sampson,Ein Trauerspiel in fünf Aufzügen,Tragedy,1755,11,False,0.6948051948051948,0.4363636363636363,1.7454545454545454,mellefont,4.363636363636363,4,1755,1755.0,7,11,5,6,0,,1,,44,3,5,26705,26353,808,690,0
lessing-nathan-der-weise,ger000369,Lessing,0,Nathan der Weise,Ein dramatisches Gedicht in fünf Aufzügen,,1779,14,False,0.738095238095238,0.3186813186813186,1.8571428571428568,saladin,4.142857142857143,3,1783,1779.0,10,14,3,11,0,,1,,41,21,5,30460,29908,935,0,4740
lessing-philotas,ger000194,Lessing,0,Philotas,Ein Trauerspiel,Tragedy,1759,4,False,0.5833333333333333,0.6666666666666666,1.3333333333333333,philotas,2.0,2,1774,1759.0,3,4,0,4,0,,1,,8,0,0,7122,7057,85,195,0
lortzing-der-waffenschmied,ger000147,Lortzing,0,Der Waffenschmied,Komische Oper in drei Aufzügen,,1846,12,True,0.8949735449735451,0.8333333333333334,1.1666666666666667,several characters,9.166666666666666,2,1846,,11,12,2,8,2,,1,,38,5,3,13441,12872,1294,453,1127
lortzing-der-wildschuetz,ger000269,Lortzing,0,Der Wildschütz oder Die Stimme der Natur,Komische Oper in drei Aufzügen,,1842,16,True,0.8542297979797981,0.5,1.575,graf|baculus|baron,7.5,3,1842,,12,16,7,7,2,,1,,45,7,3,18356,17670,1938,559,1548
lortzing-zar-und-zimmermann,ger000094,Lortzing,0,Zar und Zimmermann,Komische Oper in drei Aufzügen,,1837,20,True,0.8521944721944722,0.4105263157894737,1.6842105263157894,van_bett|iwanow|zar,7.8,3,1837,1891.0,15,20,5,11,4,,1,,37,10,3,16328,15596,1890,441,1274
ludwig-der-erbfoerster,ger000011,Ludwig,0,Der Erbförster,Trauerspiel in fünf Aufzügen,Tragedy,1850,17,False,0.7767598414657239,0.4632352941176471,1.6102941176470589,andres,7.411764705882353,3,1850,1853.0,13,17,3,14,0,,1,1849,44,0,5,25807,25065,3449,1122,0
ludwig-die-makkabaeer,ger000430,Ludwig,0,Die Makkabäer,Trauerspiel in fünf Akten,Tragedy,1854,38,False,0.8658500526759358,0.5576102418207681,1.4423897581792318,simon,20.63157894736842,2,,1854.0,35,38,4,26,8,,1,1852,7,0,5,20808,20220,2691,0,2741
maler-mueller-golo-und-genovefa,ger000435,Maler Müller,0,Golo und Genovefa,Ein Schauspiel in fünf Aufzügen,,1781,61,False,0.8154966331629291,0.1655737704918032,2.0956284153005464,golo,9.934426229508198,3,,1811.0,42,61,9,49,3,,1,1775/1781,52,1,5,47033,46225,2148,1866,261
malss-der-alte-buerger-capitain,ger000018,Malß,0,Der alte Bürger-Capitain oder Die Entführung,Lustspiel in zwei Aufzügen,Comedy,1820,16,False,0.8732548701298701,0.575,1.425,capitain,8.625,2,1821,1820.0,15,16,2,12,2,,1,,32,0,2,14488,13007,860,524,0
malss-die-jungfern-koechinnen,ger000044,Malß,0,Die Jungfern Köchinnen,Lokalposse in einem Akt,Comedy,1835,11,False,0.890909090909091,0.8363636363636363,1.1636363636363636,madame_hammel,8.363636363636363,2,1835,1836.0,10,11,7,4,0,,1,,28,0,0,9681,9309,952,452,8
may-babel-und-bibel,ger000221,May,0,Babel und Bibel,Arabische Fantasia in zwei Akten,,1906,31,False,0.8982858509468782,0.6387096774193548,1.3612903225806452,scheik,19.161290322580644,2,,1906.0,30,31,3,20,8,,1,,48,1,2,27802,23163,9216,9,2558
meisl-der-lustige-fritz,ger000119,Meisl,0,"Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich!",Ein Märchen neuerer Zeit in zwei Aufzügen,,1818,30,False,0.8508172219936926,0.2666666666666666,1.767816091954023,fritz,7.733333333333333,3,1818,1819.0,28,30,5,11,14,,1,,36,2,2,14797,14137,1168,490,317
meisl-orpheus-und-euridice,ger000316,Meisl,0,Orpheus und Euridice oder So geht es im Olymp zu!,Eine mythologische Karrikatur in zwey Acten in Knittelreimen,,1813,23,False,0.8174178478526304,0.3873517786561264,1.675324675324675,orpheus,8.521739130434783,3,1813,1813.0,18,23,8,13,2,,2,,27,0,2,14053,13677,574,0,1665
moeser-die-tugend-auf-der-schaubuehne,ger000481,Möser,0,Die Tugend auf der Schaubühne; oder: Harlekin's Heirath,Ein Nachspiel in einem Aufzuge,,1763,7,False,0.8857142857142856,0.7142857142857143,1.2857142857142858,peter|harlekin,4.285714285714286,2,,1798.0,6,7,2,5,0,,1,1763,17,0,1,7080,6935,258,305,0
moritz-blunt-oder-der-gast,ger000528,Moritz,0,Blunt oder der Gast,Ein Schauspiel in einem Aufzuge,,1781,6,False,1.0,1.0,1.0,several characters,5.0,1,,1781.0,5,6,3,3,0,,1,,5,0,0,6526,6300,372,184,0
mosenthal-das-goldene-kreuz,ger000454,Mosenthal,0,Das goldene Kreuz,Oper in zwei Aufzügen,,1875,10,True,0.9166666666666666,0.8666666666666667,1.1333333333333333,several characters,7.8,2,1875,,9,10,4,5,1,,1,,14,3,2,9422,8958,1156,199,831
mosenthal-die-koenigin-von-saba,ger000036,Mosenthal,0,Die Königin von Saba,Oper in vier Aufzügen,,1875,14,True,0.913023088023088,0.7582417582417582,1.2527472527472527,several characters,9.857142857142858,3,1875,,12,14,4,8,2,,1,,22,8,4,7308,6242,2440,0,831
mosenthal-die-lustigen-weiber-von-windsor,ger000334,Mosenthal,0,Die lustigen Weiber von Windsor,Komisch-phantastische Oper in drei Aufzügen,,1849,22,True,0.8828606924863608,0.3852813852813853,1.7272727272727273,falstaff,8.090909090909092,3,1849,,18,22,3,12,7,,1,,43,15,3,12183,11475,2303,204,1088
moser-das-stiftungsfest,ger000457,Moser,0,Das Stiftungsfest,Schwank in 3 Aufzügen,Comedy,1862,11,False,0.9128427128427128,0.8,1.2,ludmilla,8.0,2,,1862.0,10,11,3,8,0,,1,,52,0,3,19972,19570,2438,1334,0
moser-krieg-oder-frieden,ger000315,Moser,0,Krieg oder Frieden?,Dramatische Bagatelle in einem Akt,,1859,8,False,0.7107142857142856,0.4642857142857143,1.5357142857142858,johann,3.25,2,1859,1859.0,7,8,2,6,0,,1,,19,0,0,5237,4962,612,265,0
muehsam-judas,ger000020,Mühsam,0,Judas,Arbeiterdrama in fünf Akten,,1921,34,False,0.9159013028988692,0.7789661319073083,1.2210338680926915,several characters,25.705882352941178,2,,1921.0,33,34,10,22,2,,1,1920,5,0,5,32416,31430,4046,1862,4
muehsam-staatsraeson,ger000229,Mühsam,0,Staatsräson,Ein Denkmal für Sacco und Vanzetti,,1928,62,False,0.9036184249385986,0.2707562136435748,1.7667900581702802,rosa,16.516129032258064,3,1929,1928.0,57,62,12,46,4,,1,,15,0,0,24805,24479,1294,898,40
muellner-der-neun-und-zwanzigste-februar,ger000506,Müllner,0,Der neun und zwanzigste Februar,Trauerspiel in einem Akt,Tragedy,1812,4,False,1.0,1.0,1.0,several characters,3.0,1,1812,1815.0,3,4,1,3,0,,1,,9,0,0,8611,6047,788,6,1012
muellner-die-schuld,ger000360,Müllner,0,Die Schuld,Trauerspiel in vier Akten,Tragedy,1813,8,False,0.7285714285714285,0.5714285714285714,1.4285714285714286,elvire,4.0,2,1813,1816.0,7,8,2,6,0,,1,,28,1,4,16373,15877,2279,0,2833
muellner-koenig-yngurd,ger000261,Müllner,0,König Yngurd,Trauerspiel in fünf Akten,Tragedy,1817,37,False,0.8101678643440658,0.2732732732732733,1.864864864864865,alf,9.83783783783784,3,1817,1817.0,27,37,3,28,6,,1,,47,0,5,30473,28174,3682,0,3598
musil-die-schwaermer,ger000475,Musil,0,Die Schwärmer,Schauspiel in drei Aufzügen,,1921,7,False,1.0,1.0,1.0,several characters,6.0,1,1929,1921.0,6,7,3,4,0,,1,1920,3,0,3,36376,34754,4373,1298,0
mylius-die-schaeferinsel,ger000007,Mylius,0,Die Schäferinsel,Ein Lustspiel in drey Aufzügen,Comedy,1749,8,False,1.0,1.0,1.0,several characters,7.0,1,,1749.0,7,8,3,5,0,,1,,30,0,3,12301,12042,508,0,1588
nestroy-das-haus-der-temperamente,ger000341,Nestroy,0,Das Haus der Temperamente,Posse mit Gesang in zwei Akten,Comedy,1837,43,False,0.6912222134877224,0.1827242524916943,2.401219512195122,schlankel,7.674418604651163,5,1837,1891.0,23,43,16,24,3,,3,1837,605,2,2,28851,26657,6975,1587,145
nestroy-das-maedl-aus-der-vorstadt,ger000200,Nestroy,0,Das Mädl aus der Vorstadt oder Ehrlich währt am längsten,Posse in drei Aufzügen,Comedy,1841,15,False,0.8088888888888889,0.5428571428571428,1.6095238095238096,schnoferl,7.6,3,1841,1845.0,12,15,7,6,2,,1,1841,60,2,3,20948,20308,2566,1110,182
nestroy-der-boese-geist-lumpazivagabundus,ger000062,Nestroy,0,Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt,Zauberposse mit Gesang in drei Aufzügen,Comedy,1833,51,False,0.8234796234565553,0.1647058823529411,2.0823529411764707,zwirn,8.235294117647058,4,1833,1835.0,39,51,13,29,9,,1,1833,44,4,3,14521,13922,2040,765,214
nestroy-der-talisman,ger000083,Nestroy,0,Der Talisman,Posse mit Gesang in drei Aufzügen,Comedy,1843,30,False,0.8139911722264662,0.232183908045977,2.2118226600985222,flora|titus,6.733333333333333,5,1843,1843.0,17,30,7,16,7,,2,1840,71,2,3,20658,19954,2862,880,301
nestroy-der-unbedeutende,ger000117,Nestroy,0,Der Unbedeutende,Posse mit Gesang in drei Akten,Comedy,1846,36,False,0.822381140136172,0.4476190476190476,1.6873015873015873,peter,15.666666666666666,4,1846,1849.0,29,36,10,24,2,,1,,69,3,3,19278,18215,3589,992,196
nestroy-der-zerrissene,ger000366,Nestroy,0,Der Zerrissene,Posse mit Gesang in drei Aufzügen,Comedy,1844,21,False,0.8486517450803165,0.3809523809523809,1.761904761904762,kathi,7.619047619047619,3,1844,1845.0,16,21,2,18,1,,1,1844,48,2,3,17229,16546,3169,866,120
nestroy-einen-jux-will-er-sich-machen,ger000206,Nestroy,0,Einen Jux will er sich machen,Posse mit Gesang in vier Aufzügen,Comedy,1842,22,False,0.7883756153000454,0.4199134199134199,1.6103896103896105,christoph,8.818181818181818,3,1842,1844.0,19,22,7,14,1,,1,1842,63,3,4,21843,20868,4255,1215,112
nestroy-eulenspiegel,ger000305,Nestroy,0,Eulenspiegel oder Schabernack über Schabernack,Posse mit Gesang in vier Akten,Comedy,1835,19,False,0.7548191574507362,0.4736842105263157,1.5730994152046784,mehlwurm|nelkenstein,8.526315789473685,3,1835,1839.0,14,19,5,13,1,,1,,81,2,4,16541,15683,3133,896,181
nestroy-freiheit-in-kraehwinkel,ger000131,Nestroy,0,Freiheit in Krähwinkel,Posse mit Gesang in zwei Abteilungen und drei Aufzügen,Comedy,1848,34,False,0.7510164419242912,0.3065953654188948,1.8163992869875225,ultra,10.117647058823527,3,1848,1849.0,22,34,12,15,7,,1,1848,66,3,3,14346,13424,2310,760,201
nestroy-judith-und-holofernes,ger000441,Nestroy,0,Judith und Holofernes,Travestie in einem Akt,,1849,26,False,0.7657075830152753,0.2461538461538461,2.4766666666666666,jojakim,6.153846153846154,4,1849,1891.0,13,26,3,20,3,,2,1849,24,2,0,6696,6376,1004,273,196
nestroy-zu-ebener-erde-und-erster-stock,ger000028,Nestroy,0,Zu ebener Erde und erster Stock oder Die Launen des Glückes,Lokalposse mit Gesang in drei Aufzügen,Comedy,1835,39,False,0.8415975594708627,0.2064777327935222,2.2361673414304994,zins,7.846153846153846,4,1835,1838.0,18,39,8,29,2,,1,,233,2,3,20286,18575,3923,1030,216
neuber-das-schaeferfest,ger000122,Neuber,0,Das Schäferfest oder Die Herbstfreude,Ein deutsches Lustspiel in Versen,Comedy,1754,17,False,1.0,0.5588235294117647,1.0,several characters,8.941176470588236,1,,1754.0,11,17,5,7,5,,2,,57,0,5,21168,20498,757,0,2435
neuber-die-beschuetzte-schauspielkunst,ger000226,Neuber,0,Die von der Weisheit wider die Unwissenheit beschützte Schauspielkunst,,,1736,10,False,0.5752380952380952,0.3555555555555555,1.7777777777777777,schauspielkunst,3.2,3,,1736.0,7,10,0,0,10,,1,,13,0,1,6684,4771,106,0,569
neuber-die-verehrung-der-vollkommenheit,ger000230,Neuber,0,Die Verehrung der Vollkommenheit durch die gebesserten deutschen Schauspiele,,,1737,7,False,0.8857142857142858,0.7142857142857143,1.2857142857142858,trauerspiel|regel,4.285714285714286,2,,1737.0,6,7,0,0,7,,1,,4,0,1,6419,4807,452,4,566
neuber-ein-deutsches-vorspiel,ger000321,Neuber,0,Ein Deutsches Vorspiel,,,1734,14,False,0.8038580467151896,0.5494505494505495,1.4505494505494505,alethea,7.142857142857143,2,,1734.0,13,14,7,5,2,,1,,8,0,0,5715,5101,256,0,576
niebergall-datterich,ger000353,Niebergall,0,Datterich,Localposse in der Mundart der Darmstädter in sechs Bildern,Comedy,1841,21,False,0.7584905487161124,0.3571428571428571,1.6428571428571428,datterich,7.142857142857143,2,1862,1841.0,20,21,4,17,0,,1,,48,1,6,19274,18806,1717,853,18
panizza-das-liebeskonzil,ger000084,Panizza,0,Das Liebeskonzil,Eine Himmelstragödie in fünf Aufzügen,Comedy,1895,44,False,0.9031582054309326,0.2822410147991543,1.4439359267734553,gott_vater,12.136363636363637,3,,1895.0,22,44,7,16,21,,3,,11,2,5,16307,14170,6947,418,15
panizza-nero,ger000368,Panizza,0,Nero,Tragödie in fünf Aufzügen,Tragedy,1898,56,False,0.9529810062423564,0.1857142857142857,1.5954738330975955,nero,10.214285714285714,2,,1898.0,34,56,9,45,2,,3,,8,0,5,29173,23213,8758,601,79
pfeil-lucie-woodvil,ger000215,Pfeil,0,Lucie Woodvil,Ein bürgerliches Trauerspiel in fünf Handlungen,Tragedy,1756,8,False,0.8833333333333335,0.75,1.25,robert|willhelm,5.25,2,1756,1756.0,7,8,3,5,0,,1,,48,0,5,27729,27322,520,548,0
platen-berengar,ger000500,Platen,0,Berengar,Comödie in einem Akt,Comedy,1824,6,False,1.0,1.0,1.0,several characters,5.0,1,,1824.0,5,6,2,4,0,,1,1824,3,0,0,3870,3771,153,51,414
platen-der-romantische-oedipus,ger000143,Platen,0,Der romantische Ödipus,Ein Lustspiel in 5 Akten,Comedy,1829,22,False,0.904050494959586,0.4588744588744589,1.273972602739726,tiresias|jokaste|zelinde,9.636363636363637,2,1855,1829.0,16,22,6,13,3,,2,1827/1828,5,0,5,15105,14744,372,0,1807
platen-die-verhaengnisvolle-gabel,ger000074,Platen,0,Die verhängnisvolle Gabel,Ein Lustspiel in 5 Akten,Comedy,1826,7,False,0.923809523809524,0.9047619047619048,1.0952380952380951,several characters,5.428571428571429,2,,1826.0,6,7,2,5,0,,1,1826,5,0,5,13762,13672,242,0,1481
prutz-die-politische-wochenstube,ger000280,Prutz,0,Die politische Wochenstube,Eine Komödie,Comedy,1845,23,False,0.9287831733483908,0.6719367588932806,1.3280632411067197,several characters,14.782608695652174,2,,1845.0,22,23,6,15,2,,1,,3,0,3,18065,17950,533,0,2336
quistorp-der-hypochondrist,ger000192,Quistorp,0,Der Hypochondrist,Ein deutsches Lustspiel,Comedy,1745,9,False,0.8566137566137566,0.75,1.25,herr_gotthart|ernst_gotthart,6.0,2,,1745.0,8,9,3,6,0,,1,,32,0,5,24199,23339,1648,976,27
rache-belsazar,ger000469,Raché,0,Belsazar,Drama in 1 Akt,,1904,9,False,0.8595238095238096,0.5833333333333334,1.4166666666666667,belsazar,4.666666666666667,2,1904,1904.0,8,9,2,7,0,,1,,9,0,0,3875,3487,876,131,0
raimund-das-maedchen-aus-der-feenwelt,ger000298,Raimund,0,Das Mädchen aus der Feenwelt oder Der Bauer als Millionär,Romantisches Original-Zaubermärchen mit Gesang in drei Aufzügen,,1826,41,False,0.7937385253978269,0.174390243902439,2.169230769230769,wurzel,6.975609756097561,4,1826,1837.0,23,41,4,23,14,,2,1826,33,1,3,18742,16905,3895,578,213
raimund-der-alpenkoenig-und-der-menschenfeind,ger000308,Raimund,0,Der Alpenkönig und der Menschenfeind,Romantisch-komisches Original-Zauberspiel in zwei Aufzügen,,1828,38,False,0.8430481770265051,0.2190611664295874,2.0981507823613086,rappelkopf,8.105263157894736,4,1828,1828.0,27,38,10,15,13,,1,1828,36,1,2,21450,20538,2860,855,521
raimund-der-barometermacher-auf-der-zauberinsel,ger000116,Raimund,0,Der Barometermacher auf der Zauberinsel,Zauberposse mit Gesang und Tanz in zwei Aufzügen als Parodie des Märchens: Prinz Tutu,Comedy,1823,26,False,0.8241717346980505,0.1969230769230769,2.0646153846153847,quecksilber,4.923076923076923,4,1823,1837.0,19,26,7,12,7,,1,1823,42,1,2,13852,13192,1939,533,262
raimund-der-diamant-des-geisterkoenigs,ger000076,Raimund,0,Der Diamant des Geisterkönigs,Zauberspiel in zwei Aufzügen,,1824,38,False,0.7936465427462658,0.1806543385490754,2.20919175911252,eduard,6.684210526315789,3,1824,1837.0,21,38,11,16,11,,2,1824,48,1,2,16370,15302,2865,581,268
raimund-der-verschwender,ger000241,Raimund,0,Der Verschwender,Original-Zaubermärchen in drei Aufzügen,,1834,43,False,0.7368487684691736,0.1827242524916943,2.086378737541528,flottwell,7.674418604651163,5,1834,1837.0,31,43,6,29,8,,1,1834,45,3,3,22937,21769,3464,883,421
raimund-die-gefesselte-phantasie,ger000416,Raimund,0,Die gefesselte Phantasie,Original-Zauberspiel in zwei Aufzügen,,1828,24,False,0.8581529946661526,0.4311594202898551,1.7173913043478262,vipria,9.916666666666666,4,1828,1837.0,19,24,3,15,6,,1,1826,27,1,2,14521,14014,1619,615,327
raimund-die-unheilbringende-zauberkrone,ger000184,Raimund,0,"Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend",Tragisch-komisches Original-Zauberspiel in zwei Aufzügen,Tragicomedy,1829,54,False,0.828330682609099,0.1187980433263452,2.724668064290706,simplizius,6.296296296296297,6,1829,1837.0,29,54,12,35,7,,1,1829,38,1,2,22850,21548,3831,661,945
raimund-moisasurs-zauberfluch,ger000427,Raimund,0,Moisasurs Zauberfluch,Original-Zauberspiel in zwei Aufzügen,,1827,29,False,0.7660998568706481,0.1945812807881773,2.2807881773399017,alzinde,5.448275862068965,4,1827,1837.0,17,29,4,18,7,,1,1827,22,1,2,16243,15357,2553,459,319
raupach-kritik-und-antikritik,ger000431,Raupach,0,Kritik und Antikritik,Lustspiel in vier Akten,Comedy,1825,14,False,0.7329055864770151,0.4835164835164835,1.6043956043956045,horst,6.285714285714286,3,1825,1827.0,11,14,2,12,0,,1,,45,0,4,16597,16168,1119,709,124
reil-der-erste-may,ger000527,Reil,0,Der erste May oder der reiche Poet,"Ein Frühlingsgemählde nаch wahren Vorfällen entworfen, in einem Aufzuge",,1816,11,False,0.8930735930735931,0.6545454545454545,1.3454545454545457,mutter,6.545454545454546,2,1816,1816.0,10,11,3,8,0,,1,,16,0,0,6246,5220,479,0,825
reinick-genoveva,ger000139,Reinick,1,Genoveva,Oper in vier Akten,,1850,19,True,0.8782522860696236,0.5614035087719298,1.4385964912280702,margaretha|golo,10.105263157894736,2,1850,,18,19,5,10,4,,1,,4,12,4,6182,6125,43,0,1100
richter-eumenides-duester,ger000507,Richter,0,Eumenides Düster,Trauerspiel nach Adolph Müllner's Weise,Tragedy,1819,5,False,0.6,0.6,1.4,eumenides,2.4,2,,1819.0,4,5,1,4,0,,1,,8,0,1,5552,4921,516,0,917
riese-martha,ger000307,Riese,0,Martha oder Der Markt zu Richmond,Romantisch-Komische Oper in vier Aufzügen,,1847,24,True,0.8499292986425341,0.4166666666666667,1.7427536231884058,maegde_vier_maegde_weitere_maegde_alle_maegde,9.583333333333334,3,1847,,17,24,10,11,3,,1,,28,16,4,8670,8260,714,0,1619
rilke-ohne-gegenwart,ger000214,Rilke,0,Ohne Gegenwart,Drama in zwei Akten,,1898,3,False,1.0,1.0,1.0,sophie|mutter|ernst,2.0,1,,1898.0,2,3,2,1,0,,1,1897,10,0,2,7965,7566,1563,379,0
roeber-koenig-manfred,ger000162,Roeber,0,König Manfred,Oper in fünf Akten,,1867,25,True,0.7309613427508165,0.2933333333333333,1.7401574803149606,ghismonde,7.04,3,1867,,19,25,7,16,2,,2,,31,0,5,6512,6368,20,0,1145
rosenow-die-im-schatten-leben,ger000251,Rosenow,0,Die im Schatten leben,Drama in vier Akten,,1899,14,False,0.97985347985348,0.978021978021978,1.021978021978022,several characters,12.714285714285714,2,,1912.0,13,14,5,9,0,,1,1899,4,0,4,28114,27313,5111,1323,21
rosenow-kater-lampe,ger000081,Rosenow,0,Kater Lampe,Komödie in vier Akten,Comedy,1902,21,False,0.8908414467901422,0.7476190476190476,1.2523809523809524,several characters,14.952380952380953,2,1902,1906.0,20,21,9,12,0,,1,1900,4,1,4,22820,21438,4773,1067,15
rubiner-die-gewaltlosen,ger000132,Rubiner,0,Die Gewaltlosen,Drama in vier Akten,,1919,41,False,0.7773744320481989,0.3597560975609756,1.6564102564102563,der_mann,14.390243902439025,3,1920,1919.0,33,41,6,27,8,,2,,69,0,4,26463,25409,1879,1197,0
ruederer-die-fahnenweihe,ger000351,Ruederer,0,Die Fahnenweihe,Eine Komödie in drei Akten,Comedy,1895,32,False,0.9401824337447248,0.9133064516129032,1.0866935483870968,several characters,28.3125,2,1896,1895.0,31,32,11,18,3,,1,1894,3,0,3,28685,27148,5960,2007,13
schaefer-faustine-der-weibliche-faust,ger000302,Schaefer,0,"Faustine, der weibliche Faust",Tragödie in sechs Aufzügen nebst Vorspiel und Prolog,Tragedy,1898,39,False,0.7937190260719671,0.1187584345479082,2.0268817204301075,faustine|praktinski,4.512820512820513,4,,1898.0,17,39,13,17,9,,4,,72,0,6,21810,20688,1399,0,2936
scheerbart-das-dumme-luder,ger000183,Scheerbart,0,Das dumme Luder,Ein Jupiter-Drama,,1904,5,False,1.0,1.0,1.0,several characters,4.0,1,,1904.0,4,5,3,2,0,,1,,1,0,0,539,416,24,29,0
scheerbart-das-gift,ger000297,Scheerbart,0,Das Gift,Eine Mondschein-Komödie,Comedy,1904,4,False,1.0,1.0,1.0,several characters,3.0,1,,1904.0,3,4,1,2,1,,1,,1,0,0,1355,1199,253,56,0
scheerbart-das-mirakel,ger000370,Scheerbart,0,Das Mirakel,Eine dramatische Szene,,1904,2,False,0.0,1.0,1.0,sie|er,1.0,1,,1904.0,1,2,1,1,0,,1,,1,0,0,3115,3039,80,168,0
scheerbart-der-alte-petrus,ger000030,Scheerbart,0,"Der alte Petrus, oder Im Himmel spukt es auch",Ein himmlisches Schauspiel,,1904,8,False,1.0,1.0,1.0,several characters,7.0,1,,1904.0,7,8,1,7,0,,1,,1,0,0,1482,1324,520,58,0
scheerbart-der-fanatische-buergermeister,ger000424,Scheerbart,0,Der fanatische Bürgermeister,Kosmisches Drama in vier Akten,,1904,8,False,0.8964285714285715,0.8571428571428571,1.1428571428571428,several characters,6.0,2,,1904.0,7,8,1,5,2,,1,,4,0,4,4266,3856,1066,139,0
scheerbart-der-herr-vom-jenseits,ger000181,Scheerbart,0,Der Herr vom Jenseits,Eine Gartenkomödie,Comedy,1904,3,False,1.0,1.0,1.0,christine|arabella|ko-bo-so,2.0,1,,1904.0,2,3,2,1,0,,1,,1,0,0,3128,2911,377,136,0
scheerbart-der-regierungswechsel,ger000410,Scheerbart,0,Der Regierungswechsel,Ein politisches Drama,,1897,3,False,1.0,1.0,1.0,susanne|zibolko|napoleon,2.0,1,,1897.0,2,3,1,2,0,,1,,1,0,0,1879,1667,627,62,2
scheerbart-der-schornsteinfeger,ger000332,Scheerbart,0,Der Schornsteinfeger,Constantinopolitanische Offizierstragödie,Tragedy,1904,3,False,1.0,1.0,1.0,bimmelmann|ibn_bullak|von_mohrenheim,2.0,1,,1904.0,2,3,0,3,0,,1,,1,0,0,1075,984,226,61,0
scheerbart-der-vornehme-raeuberhauptmann,ger000182,Scheerbart,0,Der vornehme Räuberhauptmann,Drama in zwei Akten,,1904,9,False,0.8134920634920635,0.4722222222222222,1.5277777777777777,knoblauch,3.7777777777777777,2,,1904.0,8,9,0,9,0,,1,,3,0,3,1230,1047,430,48,0
